Age,Gender,Ethnicity,Parental_Education,Weekly_Study_Time,Absences,Tutoring,Parental_Support,Extracurricular_Activity,Sports,Music,Volunteering,GPA,Grade_Class,Is_Child,Study_Efficiency,Absence_Rate,Absence_Rate_Category,Total_Activities,Absence_Impact,Study_Impact
18,Female,Asian,High School,16,28,Yes,Low,No,Yes,No,Yes,3.83,A,0,0.5714285714285714,0.9333333333333333,High,2,0.1367857142857143,61.28
18,Female,Caucasian,High School,10,20,No,Moderate,Yes,Yes,No,No,2.53,C,0,0.5,0.6666666666666666,Medium,2,0.1265,25.299999999999997
18,Female,African American,Some College,12,20,No,Moderate,No,Yes,No,No,3.74,A,0,0.6,0.6666666666666666,Medium,1,0.187,44.88
16,Female,Other,High School,19,0,Yes,Moderate,Yes,Yes,No,No,3.68,A,1,0.0,0.0,Low,2,368.0,69.92
16,Female,Caucasian,Some College,9,18,No,Very High,No,No,No,No,2.87,C,1,0.5,0.6,Medium,0,0.15944444444444444,25.830000000000002
17,Female,African American,Higher,12,1,No,Very High,Yes,Yes,No,No,3.56,A,1,12.0,0.03333333333333333,Low,2,3.56,42.72
18,Male,Caucasian,Bachelor’s,16,11,No,High,Yes,Yes,Yes,No,3.28,B,0,1.4545454545454546,0.36666666666666664,Medium,3,0.29818181818181816,52.48
17,Male,Caucasian,Some College,0,12,No,Moderate,No,No,No,No,2.37,D,1,0.0,0.4,Medium,0,0.1975,0.023700000000000002
18,Male,Asian,Some College,19,13,No,Moderate,No,No,No,No,3.73,A,0,1.4615384615384615,0.43333333333333335,Medium,0,0.28692307692307695,70.87
17,Female,Caucasian,Higher,15,2,No,Very High,Yes,Yes,No,No,3.78,A,1,7.5,0.06666666666666667,Low,2,1.89,56.699999999999996
16,Female,African American,High School,20,26,No,No Support,No,No,Yes,Yes,2.24,D,1,0.7692307692307693,0.8666666666666667,High,2,0.08615384615384616,44.800000000000004
15,Female,Caucasian,No Education,2,23,No,Moderate,No,Yes,No,No,3.13,B,1,0.08695652173913043,0.7666666666666667,High,1,0.13608695652173913,6.26
15,Male,Asian,Bachelor’s,1,16,No,No Support,Yes,No,Yes,No,2.19,D,1,0.0625,0.5333333333333333,Medium,2,0.136875,2.19
17,Female,African American,Some College,10,13,No,Low,No,Yes,No,No,3.19,B,1,0.7692307692307693,0.43333333333333335,Medium,1,0.24538461538461537,31.9
16,Male,Caucasian,No Education,2,5,No,High,Yes,No,Yes,No,3.55,A,1,0.4,0.16666666666666666,Low,2,0.71,7.1
15,Female,African American,High School,0,16,No,Moderate,Yes,No,Yes,Yes,3.67,A,1,0.0,0.5333333333333333,Medium,3,0.229375,0.0367
15,Female,Caucasian,Bachelor’s,4,0,Yes,Moderate,Yes,Yes,No,Yes,3.61,A,1,0.0,0.0,Low,3,361.0,14.44
17,Male,Asian,Bachelor’s,17,28,No,Moderate,No,No,Yes,No,2.55,C,1,0.6071428571428571,0.9333333333333333,High,1,0.09107142857142857,43.349999999999994
16,Female,Asian,Higher,17,30,No,High,Yes,Yes,No,No,2.49,D,1,0.5666666666666667,1.0,High,2,0.083,42.330000000000005
16,Male,Caucasian,Bachelor’s,19,28,No,No Support,No,No,No,No,2.86,C,1,0.6785714285714286,0.9333333333333333,High,0,0.10214285714285713,54.339999999999996
15,Female,Caucasian,Some College,6,21,No,Very High,No,No,Yes,No,2.24,D,1,0.2857142857142857,0.7,High,1,0.10666666666666667,13.440000000000001
16,Female,African American,Some College,12,30,Yes,High,No,Yes,No,No,3.82,A,1,0.4,1.0,High,1,0.12733333333333333,45.839999999999996
18,Female,Caucasian,Bachelor’s,15,28,No,High,Yes,Yes,Yes,No,3.94,A,0,0.5357142857142857,0.9333333333333333,High,3,0.1407142857142857,59.1
18,Male,Caucasian,Higher,9,16,Yes,Low,Yes,Yes,No,No,3.48,B,0,0.5625,0.5333333333333333,Medium,2,0.2175,31.32
17,Female,Caucasian,High School,13,20,No,No Support,Yes,No,Yes,No,2.33,D,1,0.65,0.6666666666666666,Medium,2,0.1165,30.29
16,Male,African American,Bachelor’s,19,25,No,Moderate,Yes,No,No,Yes,2.89,C,1,0.76,0.8333333333333334,High,2,0.11560000000000001,54.910000000000004
18,Male,Asian,Bachelor’s,6,25,No,Low,Yes,No,No,No,2.23,D,0,0.24,0.8333333333333334,High,1,0.0892,13.379999999999999
18,Female,Caucasian,High School,5,28,No,Very High,No,No,No,Yes,3.32,B,0,0.17857142857142858,0.9333333333333333,High,1,0.11857142857142856,16.599999999999998
15,Female,Caucasian,Some College,20,19,Yes,Moderate,Yes,Yes,Yes,No,2.93,C,1,1.0526315789473684,0.6333333333333333,Medium,3,0.1542105263157895,58.6
18,Male,Caucasian,Some College,7,14,Yes,High,No,No,No,No,2.83,C,0,0.5,0.4666666666666667,Medium,0,0.20214285714285715,19.810000000000002
15,Male,Caucasian,High School,11,28,Yes,Very High,Yes,No,No,Yes,3.9,A,1,0.39285714285714285,0.9333333333333333,High,2,0.1392857142857143,42.9
16,Male,Asian,Higher,3,13,No,Moderate,Yes,Yes,No,No,3.91,A,1,0.23076923076923078,0.43333333333333335,Medium,2,0.3007692307692308,11.73
15,Male,Asian,Bachelor’s,9,12,Yes,High,No,No,No,No,3.02,B,1,0.75,0.4,Medium,0,0.25166666666666665,27.18
16,Male,African American,Some College,5,8,No,High,Yes,No,No,Yes,3.88,A,1,0.625,0.26666666666666666,Low,2,0.485,19.4
18,Male,Caucasian,Bachelor’s,6,22,Yes,Very High,Yes,Yes,Yes,Yes,3.2,B,0,0.2727272727272727,0.7333333333333333,High,4,0.14545454545454548,19.200000000000003
18,Female,Caucasian,Higher,20,14,No,Low,No,No,No,No,3.44,B,0,1.4285714285714286,0.4666666666666667,Medium,0,0.24571428571428572,68.8
17,Female,Caucasian,High School,2,30,Yes,Moderate,Yes,No,No,No,2.65,C,1,0.06666666666666667,1.0,High,1,0.08833333333333333,5.3
16,Female,Other,Some College,7,3,No,Moderate,Yes,No,Yes,No,3.89,A,1,2.3333333333333335,0.1,Low,2,1.2966666666666666,27.23
17,Male,Caucasian,Bachelor’s,14,28,Yes,Moderate,No,Yes,No,No,3.34,B,1,0.5,0.9333333333333333,High,1,0.11928571428571429,46.76
15,Male,Other,Higher,0,21,No,High,No,No,Yes,No,2.7,C,1,0.0,0.7,High,1,0.1285714285714286,0.027000000000000003
18,Female,African American,Some College,17,29,No,Moderate,No,No,No,No,3.88,A,0,0.5862068965517241,0.9666666666666667,High,0,0.13379310344827586,65.96
15,Female,African American,High School,14,15,Yes,Low,Yes,No,Yes,No,3.11,B,1,0.9333333333333333,0.5,Medium,2,0.20733333333333331,43.54
17,Female,Caucasian,High School,6,18,No,Moderate,No,No,No,No,3.43,B,1,0.3333333333333333,0.6,Medium,0,0.19055555555555556,20.580000000000002
15,Female,Caucasian,Bachelor’s,14,30,No,Moderate,No,No,No,No,2.54,C,1,0.4666666666666667,1.0,High,0,0.08466666666666667,35.56
16,Male,Asian,Some College,13,26,No,Moderate,Yes,No,Yes,No,3.93,A,1,0.5,0.8666666666666667,High,2,0.15115384615384617,51.09
18,Female,Caucasian,Higher,19,6,Yes,No Support,No,No,Yes,Yes,3.69,A,0,3.1666666666666665,0.2,Low,2,0.615,70.11
16,Male,Other,Bachelor’s,3,10,No,Moderate,Yes,Yes,No,No,3.47,B,1,0.3,0.3333333333333333,Low,2,0.34700000000000003,10.41
17,Female,Caucasian,Some College,3,11,No,Very High,No,Yes,No,No,3.74,A,1,0.2727272727272727,0.36666666666666664,Medium,1,0.34,11.22
15,Female,Caucasian,Bachelor’s,2,3,Yes,Low,Yes,No,Yes,No,3.85,A,1,0.6666666666666666,0.1,Low,2,1.2833333333333334,7.7
15,Female,Caucasian,Some College,10,15,Yes,Moderate,No,No,No,No,3.66,A,1,0.6666666666666666,0.5,Medium,0,0.24400000000000002,36.6
15,Female,Caucasian,No Education,7,27,Yes,Moderate,No,No,No,Yes,3.36,B,1,0.25925925925925924,0.9,High,1,0.12444444444444444,23.52
16,Female,Caucasian,No Education,15,15,No,Very High,Yes,No,No,Yes,3.03,B,1,1.0,0.5,Medium,2,0.20199999999999999,45.449999999999996
16,Female,Caucasian,Bachelor’s,9,6,No,High,No,No,Yes,Yes,3.3,B,1,1.5,0.2,Low,2,0.5499999999999999,29.7
15,Female,Caucasian,Bachelor’s,17,24,Yes,High,Yes,No,Yes,Yes,3.18,B,1,0.7083333333333334,0.8,High,3,0.1325,54.06
18,Female,Asian,High School,6,29,No,Moderate,No,No,No,No,3.22,B,0,0.20689655172413793,0.9666666666666667,High,0,0.1110344827586207,19.32
16,Male,Asian,High School,4,12,Yes,Moderate,Yes,Yes,Yes,No,3.48,B,1,0.3333333333333333,0.4,Medium,3,0.29,13.92
18,Male,Caucasian,Some College,6,4,No,Moderate,Yes,No,Yes,No,3.43,B,0,1.5,0.13333333333333333,Low,2,0.8575,20.580000000000002
16,Female,Caucasian,Some College,20,29,Yes,Very High,No,No,No,No,2.84,C,1,0.6896551724137931,0.9666666666666667,High,0,0.09793103448275861,56.8
18,Male,Caucasian,High School,5,0,Yes,Very High,Yes,No,No,No,3.03,B,0,0.0,0.0,Low,1,303.0,15.149999999999999
17,Female,Caucasian,Some College,0,4,Yes,Moderate,Yes,No,No,No,3.26,B,1,0.0,0.13333333333333333,Low,1,0.815,0.0326
18,Female,Caucasian,High School,10,21,No,Low,No,Yes,No,Yes,3.74,A,0,0.47619047619047616,0.7,High,2,0.1780952380952381,37.400000000000006
17,Male,Caucasian,No Education,12,13,No,Low,Yes,Yes,No,No,3.91,A,1,0.9230769230769231,0.43333333333333335,Medium,2,0.3007692307692308,46.92
18,Female,African American,High School,0,1,No,Very High,Yes,No,Yes,No,3.55,A,0,0.0,0.03333333333333333,Low,2,3.55,0.0355
17,Female,Caucasian,Bachelor’s,20,23,No,Moderate,No,Yes,Yes,Yes,2.95,C,1,0.8695652173913043,0.7666666666666667,High,3,0.1282608695652174,59.0
15,Male,Other,Higher,14,28,Yes,Moderate,Yes,No,No,No,2.27,D,1,0.5,0.9333333333333333,High,1,0.08107142857142857,31.78
17,Male,Other,Some College,0,17,Yes,Very High,No,Yes,No,Yes,3.87,A,1,0.0,0.5666666666666667,Medium,2,0.22764705882352942,0.038700000000000005
16,Male,African American,Some College,2,14,No,Low,Yes,No,No,Yes,2.78,C,1,0.14285714285714285,0.4666666666666667,Medium,2,0.19857142857142857,5.56
15,Male,Caucasian,Some College,8,24,No,Low,No,No,Yes,No,3.25,B,1,0.3333333333333333,0.8,High,1,0.13541666666666666,26.0
18,Female,Caucasian,High School,13,29,No,Moderate,No,No,No,No,3.64,A,0,0.4482758620689655,0.9666666666666667,High,0,0.12551724137931036,47.32
16,Male,Asian,Bachelor’s,7,12,Yes,No Support,Yes,No,Yes,Yes,2.56,C,1,0.5833333333333334,0.4,Medium,3,0.21333333333333335,17.92
16,Male,Caucasian,Higher,3,1,Yes,Moderate,No,Yes,No,No,3.78,A,1,3.0,0.03333333333333333,Low,1,3.78,11.34
17,Male,Caucasian,No Education,5,26,Yes,Moderate,Yes,No,No,No,3.49,B,1,0.19230769230769232,0.8666666666666667,High,1,0.13423076923076924,17.450000000000003
18,Male,African American,Some College,0,21,No,Very High,Yes,Yes,No,No,3.8,A,0,0.0,0.7,High,2,0.18095238095238095,0.038
18,Male,Caucasian,High School,17,16,No,Low,No,No,No,No,2.49,D,0,1.0625,0.5333333333333333,Medium,0,0.155625,42.330000000000005
15,Female,Caucasian,Some College,5,14,Yes,Very High,Yes,No,No,No,3.29,B,1,0.35714285714285715,0.4666666666666667,Medium,1,0.23500000000000001,16.45
15,Female,Caucasian,High School,13,19,Yes,Moderate,No,No,No,No,3.89,A,1,0.6842105263157895,0.6333333333333333,Medium,0,0.20473684210526316,50.57
18,Male,Caucasian,Some College,10,20,No,Moderate,No,No,No,Yes,3.55,A,0,0.5,0.6666666666666666,Medium,1,0.1775,35.5
17,Male,Asian,Some College,16,13,No,Low,No,Yes,No,No,3.45,B,1,1.2307692307692308,0.43333333333333335,Medium,1,0.2653846153846154,55.2
16,Male,Caucasian,High School,8,26,No,Low,Yes,Yes,No,Yes,3.45,B,1,0.3076923076923077,0.8666666666666667,High,3,0.1326923076923077,27.6
15,Female,African American,Higher,13,16,No,Low,Yes,No,No,No,3.42,B,1,0.8125,0.5333333333333333,Medium,1,0.21375,44.46
17,Male,African American,Some College,16,2,No,Moderate,Yes,Yes,No,No,3.54,A,1,8.0,0.06666666666666667,Low,2,1.77,56.64
18,Female,Caucasian,High School,7,12,Yes,Moderate,No,Yes,Yes,Yes,3.02,B,0,0.5833333333333334,0.4,Medium,3,0.25166666666666665,21.14
17,Female,Asian,Some College,13,22,Yes,Low,No,No,No,No,2.73,C,1,0.5909090909090909,0.7333333333333333,High,0,0.12409090909090909,35.49
17,Female,Asian,Higher,6,1,Yes,Moderate,Yes,No,No,No,3.56,A,1,6.0,0.03333333333333333,Low,1,3.56,21.36
18,Male,Caucasian,Higher,20,29,No,Moderate,Yes,No,No,No,3.56,A,0,0.6896551724137931,0.9666666666666667,High,1,0.12275862068965518,71.2
17,Male,Caucasian,Some College,8,28,No,Moderate,No,Yes,Yes,No,2.57,C,1,0.2857142857142857,0.9333333333333333,High,2,0.09178571428571428,20.56
18,Female,Caucasian,High School,12,20,No,Low,No,Yes,Yes,No,3.06,B,0,0.6,0.6666666666666666,Medium,2,0.153,36.72
15,Male,African American,Some College,8,9,No,Moderate,No,No,No,No,2.55,C,1,0.8888888888888888,0.3,Low,0,0.2833333333333333,20.4
18,Male,Caucasian,High School,1,20,Yes,Low,Yes,No,No,No,2.29,D,0,0.05,0.6666666666666666,Medium,1,0.1145,2.29
16,Male,Caucasian,Bachelor’s,12,25,No,Moderate,Yes,Yes,Yes,Yes,3.57,A,1,0.48,0.8333333333333334,High,4,0.14279999999999998,42.839999999999996
18,Male,Caucasian,Bachelor’s,18,11,No,Moderate,No,Yes,No,No,3.06,B,0,1.6363636363636365,0.36666666666666664,Medium,1,0.2781818181818182,55.08
15,Male,Caucasian,Some College,11,11,No,Very High,Yes,No,Yes,No,2.72,C,1,1.0,0.36666666666666664,Medium,2,0.24727272727272728,29.92
17,Male,Caucasian,High School,3,17,Yes,High,Yes,No,No,Yes,2.12,D,1,0.17647058823529413,0.5666666666666667,Medium,2,0.12470588235294118,6.36
18,Female,Caucasian,High School,9,3,No,High,No,No,Yes,No,2.79,C,0,3.0,0.1,Low,1,0.93,25.11
15,Male,Caucasian,Higher,15,28,No,Very High,Yes,No,No,Yes,3.61,A,1,0.5357142857142857,0.9333333333333333,High,2,0.12892857142857142,54.15
15,Female,Caucasian,Some College,18,27,Yes,High,Yes,No,No,No,3.52,A,1,0.6666666666666666,0.9,High,1,0.13037037037037036,63.36
17,Male,Caucasian,Some College,5,7,Yes,Moderate,Yes,Yes,No,No,2.96,C,1,0.7142857142857143,0.23333333333333334,Low,2,0.4228571428571429,14.8
17,Female,Other,Bachelor’s,3,18,No,Moderate,No,Yes,Yes,Yes,3.26,B,1,0.16666666666666666,0.6,Medium,3,0.1811111111111111,9.78
16,Female,Caucasian,High School,6,23,No,No Support,No,No,No,No,2.38,D,1,0.2608695652173913,0.7666666666666667,High,0,0.10347826086956521,14.28
16,Female,Caucasian,High School,13,12,No,Moderate,Yes,Yes,Yes,No,2.74,C,1,1.0833333333333333,0.4,Medium,3,0.22833333333333336,35.620000000000005
17,Male,Caucasian,Bachelor’s,20,18,No,High,Yes,No,No,Yes,3.61,A,1,1.1111111111111112,0.6,Medium,2,0.20055555555555554,72.2
18,Female,Asian,Bachelor’s,4,13,No,Moderate,No,Yes,Yes,No,3.84,A,0,0.3076923076923077,0.43333333333333335,Medium,2,0.29538461538461536,15.36
16,Female,Other,Some College,2,26,Yes,High,Yes,No,No,No,3.41,B,1,0.07692307692307693,0.8666666666666667,High,1,0.13115384615384615,6.82
18,Male,African American,Some College,19,25,Yes,Low,Yes,No,No,Yes,2.7,C,0,0.76,0.8333333333333334,High,2,0.10800000000000001,51.300000000000004
15,Male,Caucasian,Bachelor’s,16,23,No,Moderate,No,Yes,No,No,3.52,A,1,0.6956521739130435,0.7666666666666667,High,1,0.15304347826086956,56.32
16,Female,African American,Some College,5,16,No,High,No,Yes,Yes,No,2.82,C,1,0.3125,0.5333333333333333,Medium,2,0.17625,14.1
15,Male,Caucasian,High School,2,19,Yes,Moderate,Yes,Yes,No,No,3.32,B,1,0.10526315789473684,0.6333333333333333,Medium,2,0.17473684210526316,6.64
18,Male,Caucasian,Bachelor’s,17,15,No,Very High,No,No,No,No,3.81,A,0,1.1333333333333333,0.5,Medium,0,0.254,64.77
16,Female,Caucasian,Bachelor’s,4,16,Yes,Very High,Yes,Yes,No,Yes,3.86,A,1,0.25,0.5333333333333333,Medium,3,0.24125,15.44
18,Male,African American,Some College,12,0,No,Moderate,No,No,No,No,3.83,A,0,0.0,0.0,Low,0,383.0,45.96
15,Male,Asian,Some College,0,27,No,High,Yes,Yes,Yes,No,2.28,D,1,0.0,0.9,High,3,0.08444444444444443,0.022799999999999997
15,Male,Caucasian,High School,16,20,No,Low,No,No,No,Yes,3.02,B,1,0.8,0.6666666666666666,Medium,1,0.151,48.32
18,Female,Asian,No Education,2,21,No,High,Yes,Yes,No,No,2.53,C,0,0.09523809523809523,0.7,High,2,0.12047619047619047,5.06
17,Female,Caucasian,High School,18,14,No,Low,Yes,No,No,No,3.58,A,1,1.2857142857142858,0.4666666666666667,Medium,1,0.2557142857142857,64.44
17,Male,Caucasian,High School,20,16,Yes,High,No,No,No,Yes,3.14,B,1,1.25,0.5333333333333333,Medium,1,0.19625,62.800000000000004
15,Female,Caucasian,Bachelor’s,11,21,Yes,Very High,Yes,No,No,No,3.15,B,1,0.5238095238095238,0.7,High,1,0.15,34.65
17,Male,Caucasian,Bachelor’s,7,4,No,Moderate,Yes,Yes,No,Yes,3.6,A,1,1.75,0.13333333333333333,Low,3,0.9,25.2
17,Female,African American,Some College,7,3,No,No Support,Yes,Yes,No,No,3.36,B,1,2.3333333333333335,0.1,Low,2,1.1199999999999999,23.52
18,Female,Asian,High School,14,25,No,Moderate,No,No,No,Yes,3.86,A,0,0.56,0.8333333333333334,High,1,0.15439999999999998,54.04
18,Female,Caucasian,Higher,10,20,No,High,Yes,Yes,No,No,3.97,A,0,0.5,0.6666666666666666,Medium,2,0.1985,39.7
18,Female,Asian,High School,0,8,Yes,Very High,Yes,No,No,Yes,2.79,C,0,0.0,0.26666666666666666,Low,2,0.34875,0.0279
18,Female,Asian,Some College,15,26,No,Very High,No,No,No,No,2.44,D,0,0.5769230769230769,0.8666666666666667,High,0,0.09384615384615384,36.6
16,Male,Caucasian,Higher,13,15,No,Moderate,No,No,No,Yes,3.25,B,1,0.8666666666666667,0.5,Medium,1,0.21666666666666667,42.25
18,Male,Caucasian,Higher,6,29,No,Low,Yes,No,Yes,No,3.37,B,0,0.20689655172413793,0.9666666666666667,High,2,0.11620689655172414,20.22
15,Male,Asian,No Education,5,11,Yes,No Support,No,No,No,Yes,3.22,B,1,0.45454545454545453,0.36666666666666664,Medium,1,0.2927272727272727,16.1
18,Male,African American,Higher,20,17,Yes,Very High,No,Yes,No,Yes,3.74,A,0,1.1764705882352942,0.5666666666666667,Medium,2,0.22,74.80000000000001
18,Female,Caucasian,High School,3,21,No,Very High,No,Yes,Yes,No,3.46,B,0,0.14285714285714285,0.7,High,2,0.16476190476190475,10.379999999999999
17,Male,Caucasian,No Education,7,2,No,Moderate,Yes,No,No,Yes,3.96,A,1,3.5,0.06666666666666667,Low,2,1.98,27.72
18,Female,Caucasian,Higher,2,17,Yes,High,Yes,Yes,No,Yes,3.07,B,0,0.11764705882352941,0.5666666666666667,Medium,3,0.18058823529411763,6.14
18,Male,Other,Some College,3,11,No,High,Yes,No,Yes,No,3.23,B,0,0.2727272727272727,0.36666666666666664,Medium,2,0.29363636363636364,9.69
16,Female,Caucasian,Some College,12,29,No,Very High,No,No,No,Yes,3.24,B,1,0.41379310344827586,0.9666666666666667,High,1,0.11172413793103449,38.88
18,Male,Asian,Bachelor’s,20,12,Yes,No Support,Yes,Yes,No,No,3.9,A,0,1.6666666666666667,0.4,Medium,2,0.325,78.0
18,Male,Caucasian,Bachelor’s,1,0,No,Very High,Yes,No,No,No,2.91,C,0,0.0,0.0,Low,1,291.0,2.91
16,Male,Caucasian,Higher,10,3,No,Moderate,No,Yes,No,No,3.1,B,1,3.3333333333333335,0.1,Low,1,1.0333333333333334,31.0
17,Male,Asian,Some College,15,7,No,Moderate,No,No,Yes,No,3.49,B,1,2.142857142857143,0.23333333333333334,Low,1,0.4985714285714286,52.35
18,Male,Caucasian,Higher,9,18,No,Moderate,No,Yes,Yes,No,3.82,A,0,0.5,0.6,Medium,2,0.2122222222222222,34.379999999999995
16,Female,African American,Higher,14,20,Yes,Moderate,Yes,Yes,No,No,3.37,B,1,0.7,0.6666666666666666,Medium,2,0.1685,47.18
15,Female,Caucasian,High School,9,29,No,High,No,No,No,No,3.73,A,1,0.3103448275862069,0.9666666666666667,High,0,0.12862068965517243,33.57
17,Male,Caucasian,Bachelor’s,1,25,Yes,High,Yes,No,Yes,No,3.34,B,1,0.04,0.8333333333333334,High,2,0.1336,3.34
15,Female,Caucasian,Some College,5,20,No,Moderate,Yes,Yes,No,Yes,3.62,A,1,0.25,0.6666666666666666,Medium,3,0.181,18.1
15,Female,African American,Some College,13,4,Yes,High,Yes,Yes,No,No,3.25,B,1,3.25,0.13333333333333333,Low,2,0.8125,42.25
16,Female,Caucasian,Bachelor’s,1,10,No,Moderate,Yes,Yes,No,No,2.3,D,1,0.1,0.3333333333333333,Low,2,0.22999999999999998,2.3
18,Male,Caucasian,No Education,9,24,No,Very High,No,Yes,No,Yes,2.6,C,0,0.375,0.8,High,2,0.10833333333333334,23.400000000000002
16,Male,Caucasian,Some College,16,30,Yes,No Support,No,No,No,No,3.33,B,1,0.5333333333333333,1.0,High,0,0.111,53.28
16,Male,African American,Higher,7,23,No,Moderate,No,No,No,No,2.81,C,1,0.30434782608695654,0.7666666666666667,High,0,0.12217391304347826,19.67
16,Female,Asian,High School,15,23,No,No Support,Yes,Yes,No,Yes,2.45,D,1,0.6521739130434783,0.7666666666666667,High,3,0.10652173913043479,36.75
16,Female,Caucasian,Some College,13,28,No,Moderate,Yes,No,No,No,3.55,A,1,0.4642857142857143,0.9333333333333333,High,1,0.12678571428571428,46.15
17,Male,Caucasian,Higher,9,28,No,Moderate,Yes,No,No,No,2.89,C,1,0.32142857142857145,0.9333333333333333,High,1,0.10321428571428572,26.01
18,Male,Other,Some College,12,16,No,Very High,No,Yes,Yes,No,3.98,A,0,0.75,0.5333333333333333,Medium,2,0.24875,47.76
15,Female,Caucasian,Some College,0,16,Yes,No Support,No,Yes,Yes,No,3.44,B,1,0.0,0.5333333333333333,Medium,2,0.215,0.0344
18,Female,Asian,Some College,11,29,No,High,Yes,No,No,No,2.63,C,0,0.3793103448275862,0.9666666666666667,High,1,0.09068965517241379,28.93
15,Female,Asian,Bachelor’s,16,23,No,Low,No,Yes,Yes,Yes,2.53,C,1,0.6956521739130435,0.7666666666666667,High,3,0.10999999999999999,40.48
18,Male,Caucasian,Bachelor’s,13,25,No,Very High,Yes,No,Yes,Yes,3.22,B,0,0.52,0.8333333333333334,High,3,0.1288,41.86
15,Female,Asian,Some College,4,0,Yes,Very High,No,No,No,No,2.87,C,1,0.0,0.0,Low,0,287.0,11.48
16,Female,Asian,Bachelor’s,18,30,Yes,High,No,Yes,No,No,2.49,D,1,0.6,1.0,High,1,0.083,44.82000000000001
18,Female,Caucasian,Bachelor’s,12,1,No,Low,No,No,No,Yes,3.37,B,0,12.0,0.03333333333333333,Low,1,3.37,40.44
18,Female,African American,No Education,13,5,No,Very High,Yes,No,No,No,3.78,A,0,2.6,0.16666666666666666,Low,1,0.756,49.14
17,Female,Caucasian,High School,3,12,No,Moderate,Yes,No,No,Yes,3.49,B,1,0.25,0.4,Medium,2,0.29083333333333333,10.47
17,Male,Caucasian,High School,8,14,No,Moderate,No,No,Yes,Yes,3.28,B,1,0.5714285714285714,0.4666666666666667,Medium,2,0.23428571428571426,26.24
15,Male,Other,No Education,12,2,Yes,Moderate,Yes,Yes,Yes,No,2.91,C,1,6.0,0.06666666666666667,Low,3,1.455,34.92
18,Female,Caucasian,Bachelor’s,11,30,No,Very High,No,No,No,No,3.9,A,0,0.36666666666666664,1.0,High,0,0.13,42.9
18,Female,Caucasian,High School,15,30,No,Low,Yes,No,No,No,2.83,C,0,0.5,1.0,High,1,0.09433333333333334,42.45
17,Male,Caucasian,High School,3,19,No,Very High,Yes,Yes,No,No,2.85,C,1,0.15789473684210525,0.6333333333333333,Medium,2,0.15,8.55
17,Female,African American,Some College,17,8,Yes,High,Yes,No,No,Yes,3.06,B,1,2.125,0.26666666666666666,Low,2,0.3825,52.02
16,Female,Asian,High School,2,24,No,Very High,Yes,Yes,No,No,3.5,B,1,0.08333333333333333,0.8,High,2,0.14583333333333334,7.0
16,Female,Caucasian,No Education,0,20,No,No Support,No,No,No,Yes,3.19,B,1,0.0,0.6666666666666666,Medium,1,0.1595,0.0319
16,Female,Other,Some College,18,22,Yes,Moderate,Yes,No,Yes,No,2.92,C,1,0.8181818181818182,0.7333333333333333,High,2,0.13272727272727272,52.56
16,Female,Caucasian,Bachelor’s,3,24,Yes,Very High,No,No,Yes,Yes,2.36,D,1,0.125,0.8,High,2,0.09833333333333333,7.08
